numeric1,numeric2,numeric3,numeric4,numeric5,numeric6,numeric7,numeric8,class
0.012657,0.105766,0.837364,0.241622,0.491426,0.419261,0.25681,0.363157,1
0.263211,0.470842,0.567204,0.666094,0.045039,0.419202,0.104647,0.333439,0
0.464677,0.218097,0.201124,0.599421,0.902842,0.303243,0.474297,0.234174,0
0.885855,0.198847,0.898343,0.513259,0.519488,0.900951,0.115823,0.549212,1
0.77604,0.130168,0.662506,0.613358,0.799232,0.062963,0.520187,0.608295,1
0.775287,0.948495,0.687019,0.164976,0.333609,0.097134,0.26047,0.933008,1
0.886749,0.087116,0.865,0.508789,0.796906,0.677407,0.124656,0.103311,1
0.764989,0.837701,0.280247,0.489949,0.378299,0.510553,0.981386,0.992279,0
0.324188,0.206045,0.745629,0.272935,0.379593,0.29594,0.570087,0.466744,1
0.920129,0.922157,0.705308,0.76488,0.357446,0.763495,0.656891,0.901455,0
0.609893,0.514875,0.067202,0.119997,0.439,0.824999,0.247738,0.104444,1
0.243152,0.611138,0.782083,0.04779,0.689814,0.123889,0.800078,0.501239,0
0.388974,0.870098,0.235732,0.897685,0.66302,0.518708,0.624574,0.675584,0
0.352042,0.212205,0.770545,0.742748,0.508586,0.285368,0.918216,0.614317,0
0.782199,0.253438,0.903004,0.935146,0.271612,0.073385,0.120248,0.254073,1
0.631222,0.104825,0.053409,0.856001,0.25856,0.90123,0.532315,0.177461,0
0.460729,0.947421,0.854298,0.832301,0.600319,0.725964,0.394241,0.556367,0
0.355127,0.042889,0.353932,0.443518,0.391011,0.372312,0.856838,0.690053,1
0.943514,0.089847,0.681277,0.690592,0.031456,0.85632,0.543158,0.735691,0
0.284424,0.086137,0.988876,0.749937,0.65619,0.388771,0.639584,0.479004,0
0.617342,0.107169,0.740019,0.285127,0.772946,0.5935,0.708183,0.242662,1
0.234885,0.660497,0.656623,0.538914,0.493504,0.725768,0.66171,0.280086,0
0.979545,0.526784,0.894216,0.678239,0.98482,0.925861,0.592682,0.252327,0
0.118929,0.247317,0.26045,0.114887,0.019331,0.793056,0.397922,0.635665,1
0.603363,0.668219,0.543524,0.774447,0.753361,0.815117,0.389976,0.157594,0
0.959809,0.201518,0.266954,0.536236,0.112502,0.43848,0.336819,0.608842,0
0.325961,0.713236,0.437066,0.316826,0.412919,0.814283,0.621253,0.629084,1
0.378459,0.198642,0.099641,0.519858,0.097438,0.505382,0.46139,0.314007,0
0.159105,0.654834,0.772102,0.824777,0.715372,0.689538,0.383652,0.741379,1
0.052997,0.810808,0.067666,0.537146,0.524942,0.643906,0.389669,0.763786,0
0.422492,0.62516,0.077845,0.973214,0.347246,0.545987,0.508496,0.665679,0
0.650886,0.711585,0.32973,0.601368,0.550646,0.876218,0.67555,0.532407,0
0.59974,0.102329,0.384436,0.913148,0.294495,0.957327,0.129678,0.428868,0
0.733746,0.009752,0.393136,0.246463,0.411116,0.41563,0.769752,0.735463,1
0.417032,0.496146,0.177077,0.033679,0.554927,0.599423,0.162211,0.238981,1
0.134832,0.211984,0.647995,0.197231,0.497617,0.239621,0.140944,0.82609,0
0.644411,0.612736,0.635321,0.6654,0.6983,0.887795,0.190929,0.877083,0
0.309157,0.314428,0.436599,0.230943,0.527524,0.916781,0.057026,0.707539,1
0.119743,0.498081,0.657513,0.225199,0.774065,0.118998,0.269344,0.655549,0
0.156276,0.5232,0.157936,0.730347,0.313399,0.187644,0.526567,0.662169,0
0.495324,0.160463,0.170395,0.302471,0.066766,0.615921,0.128666,0.442756,1
0.815733,0.103773,0.907377,0.428079,0.629721,0.799443,0.900394,0.596836,1
0.207152,0.671813,0.223861,0.186741,0.199099,0.376989,0.296967,0.254174,1
0.93515,0.859285,0.151504,0.842493,0.677272,0.094756,0.633345,0.104687,1
0.166852,0.147964,0.370868,0.336682,0.082629,0.729263,0.628514,0.90987,1
0.910986,0.737744,0.938106,0.904881,0.645175,0.854071,0.706175,0.843373,0
0.676256,0.107816,0.83251,0.290553,0.216153,0.485462,0.743251,0.258414,1
0.601944,0.068144,0.141325,0.278112,0.870599,0.892251,0.207614,0.729652,1
0.064642,0.711399,0.948241,0.518031,0.831736,0.104873,0.876438,0.467196,0
0.015035,0.925486,0.24196,0.866669,0.096111,0.908905,0.576589,0.450408,1
0.548624,0.376853,0.411258,0.713455,0.388386,0.358184,0.638448,0.87914,0
0.464304,0.124703,0.142929,0.018099,0.324684,0.092668,0.004594,0.790077,1
0.814707,0.2763,0.78904,0.030478,0.913398,0.99621,0.184719,0.935835,1
0.702206,0.343494,0.519882,0.915862,0.772369,0.979384,0.498224,0.274472,0
0.824493,0.210641,0.82904,0.758121,0.691345,0.922535,0.295862,0.667066,0
0.523639,0.874066,0.206976,0.663593,0.418615,0.064199,0.101863,0.631021,1
0.342538,0.363236,0.049539,0.938237,0.800736,0.370054,0.867929,0.246753,0
0.342638,0.503776,0.117805,0.560766,0.654252,0.667557,0.780521,0.56541,0
0.686877,0.432514,0.115652,0.424376,0.998317,0.581424,0.312829,0.115295,1
0.241718,0.024685,0.201482,0.069765,0.527123,0.555106,0.46284,0.354628,1
0.202196,0.643472,0.500489,0.882064,0.45104,0.493422,0.36891,0.168322,1
0.993881,0.872018,0.933883,0.974364,0.08538,0.811503,0.744245,0.756422,0
0.955664,0.138088,0.931478,0.230479,0.81568,0.925204,0.821692,0.511855,0
0.557273,0.391523,0.844044,0.229608,0.318429,0.468136,0.750257,0.735162,1
0.155421,0.24464,0.121839,0.025544,0.166115,0.77048,0.634752,0.283862,1
0.5425,0.235748,0.575715,0.003105,0.195537,0.384741,0.659963,0.5041,1
0.791719,0.125926,0.287217,0.284416,0.268254,0.693584,0.990777,0.042238,1
0.1526,0.389215,0.98407,0.407724,0.302095,0.884933,0.389637,0.384051,1
0.000728,0.306398,0.947469,0.251386,0.702633,0.829459,0.742763,0.219175,1
0.095674,0.322503,0.767573,0.425693,0.57353,0.645642,0.936522,0.978467,1
0.650986,0.578198,0.513611,0.605186,0.334654,0.987544,0.775373,0.141943,0
0.970164,0.775237,0.135003,0.524115,0.626882,0.340453,0.882769,0.164925,0
0.652514,0.786098,0.159914,0.607703,0.632489,0.859567,0.776453,0.120085,0
0.6228,0.667986,0.007629,0.461875,0.190032,0.536851,0.559525,0.403017,1
0.488586,0.99135,0.481169,0.694094,0.332638,0.731248,0.918704,0.099007,0
0.979193,0.643064,0.256549,0.787971,0.128592,0.347378,0.371186,0.858652,0
0.470154,0.514444,0.435091,0.004311,0.953146,0.197903,0.951507,0.379982,1
0.847092,0.734238,0.475179,0.531232,0.570442,0.334692,0.779804,0.844754,1
0.212925,0.356765,0.069895,0.356034,0.654466,0.383961,0.202909,0.906554,1
0.192289,0.665341,0.786903,0.58146,0.627929,0.170531,0.449644,0.07838,0
0.837106,0.501164,0.537021,0.159009,0.947992,0.166375,0.991761,0.617355,1
0.387187,0.277797,0.187873,0.261966,0.217728,0.548588,0.051905,0.25423,1
0.38979,0.591428,0.889015,0.770787,0.752242,0.901959,0.950017,0.365324,0
0.932022,0.587042,0.924974,0.593516,0.478344,0.851288,0.229593,0.434575,1
0.990012,0.490666,0.162566,0.793876,0.29669,0.158608,0.755182,0.903334,1
0.148741,0.967862,0.408937,0.749689,0.285286,0.070472,0.222553,0.755585,0
0.196452,0.218591,0.246703,0.814299,0.373272,0.950447,0.772924,0.436222,1
0.347536,0.968633,0.162614,0.20363,0.363889,0.481992,0.652656,0.950062,1
0.0978,0.767711,0.036144,0.081554,0.435529,0.976864,0.109838,0.239229,1
0.966034,0.254462,0.304405,0.066217,0.499789,0.574203,0.96914,0.186586,0
0.62577,0.298434,0.369805,0.62998,0.045416,0.36547,0.576368,0.842848,0
0.181147,0.179243,0.066844,0.115635,0.347067,0.730371,0.05411,0.72506,1
0.590783,0.213068,0.254463,0.341539,0.167773,0.41895,0.059883,0.284069,1
0.493571,0.486614,0.850342,0.01835,0.334035,0.164979,0.488193,0.888666,1
0.940289,0.608733,0.873572,0.449988,0.812435,0.865828,0.807909,0.924042,0
0.784948,0.639822,0.312081,0.241499,0.166687,0.613948,0.976354,0.852225,1
0.739764,0.609183,0.881244,0.986473,0.524019,0.115138,0.121526,0.332139,1
0.347682,0.280491,0.990071,0.156671,0.429804,0.278752,0.433856,0.746963,0
0.376344,0.075522,0.481379,0.666518,0.219346,0.014993,0.958903,0.736422,0
0.387409,0.316304,0.962361,0.835114,0.785713,0.524455,0.232393,0.581686,0
0.485135,0.195843,0.791951,0.718428,0.872542,0.615075,0.949013,0.540522,0
0.498127,0.137583,0.041401,0.034328,0.270707,0.83164,0.106364,0.480359,1
0.098161,0.453757,0.994457,0.153093,0.547772,0.433017,0.315479,0.406921,1
0.60998,0.462778,0.00357,0.876081,0.189116,0.502252,0.219311,0.736089,0
0.515981,0.475839,0.768515,0.975199,0.279651,0.7247,0.2106,0.406638,0
0.909695,0.312865,0.353851,0.715824,0.105037,0.619344,0.890517,0.181519,0
0.401957,0.257979,0.511619,0.835851,0.301295,0.258451,0.959514,0.735328,0
0.233687,0.614646,0.125669,0.703506,0.431724,0.760733,0.481749,0.375628,0
0.599179,0.270632,0.844058,0.626591,0.120039,0.093154,0.714531,0.49578,1
0.433805,0.932958,0.215881,0.53581,0.118622,0.966558,0.944165,0.106931,0
0.170045,0.942982,0.898981,0.514836,0.940805,0.860258,0.019614,0.046826,1
0.215743,0.831787,0.754921,0.899781,0.936076,0.460747,0.525379,0.713093,0
0.1585,0.026012,0.897626,0.92071,0.937133,0.049699,0.785017,0.418655,0
0.950108,0.364293,0.012111,0.10787,0.857676,0.626389,0.136676,0.716943,1
0.574931,0.334473,0.509698,0.935287,0.869856,0.799725,0.172085,0.294532,0
0.956141,0.191727,0.336115,0.424379,0.040274,0.735011,0.880385,0.278901,0
0.103713,0.367768,0.498911,0.680248,0.553448,0.690628,0.888206,0.058925,1
0.758092,0.831277,0.630558,0.583312,0.90165,0.929766,0.237414,0.965803,0
0.03342,0.309736,0.153681,0.108926,0.670013,0.04238,0.391916,0.412036,0
0.814259,0.532796,0.864797,0.99764,0.795832,0.96252,0.414934,0.336141,0
0.909684,0.907348,0.002978,0.748777,0.430939,0.216181,0.508167,0.050742,1
0.218677,0.284456,0.119852,0.159958,0.786083,0.184854,0.354221,0.8417,0
0.410715,0.728301,0.317331,0.885245,0.586206,0.419905,0.953747,0.915938,0
0.875464,0.447296,0.669491,0.734562,0.015529,0.292964,0.898658,0.545611,1
0.945478,0.297527,0.894994,0.687036,0.281349,0.51746,0.272861,0.50629,0
0.645824,0.51868,0.59647,0.840928,0.175456,0.326473,0.621888,0.156801,0
0.474519,0.612603,0.633262,0.772801,0.26208,0.342049,0.682856,0.75839,0
0.967708,0.524664,0.443932,0.02859,0.571259,0.421144,0.816128,0.880856,0
0.053461,0.538067,0.38495,0.71922,0.926563,0.013341,0.33012,0.993322,0
0.448129,0.541265,0.401959,0.443436,0.286043,0.815507,0.140634,0.587289,1
0.599137,0.578646,0.600026,0.010499,0.725348,0.758543,0.456125,0.429633,1
0.928134,0.844637,0.529286,0.685402,0.941887,0.611382,0.430329,0.793209,0
0.378401,0.531382,0.252394,0.929267,0.408961,0.737387,0.973626,0.762704,0
0.520432,0.190157,0.510164,0.857575,0.55876,0.788319,0.16458,0.963405,0
0.719577,0.516671,0.551843,0.888884,0.623144,0.371013,0.953025,0.310538,0
0.119677,0.720414,0.446384,0.306702,0.011095,0.971936,0.096139,0.626828,1
0.446573,0.888204,0.94115,0.707151,0.351766,0.674767,0.518882,0.225946,0
0.885412,0.002101,0.184454,0.555106,0.582019,0.456168,0.54023,0.809486,0
0.535651,0.521818,0.878329,0.321431,0.707371,0.094897,0.656588,0.275143,1
0.419378,0.125397,0.747861,0.468574,0.169163,0.451414,0.283018,0.501111,0
0.197663,0.691822,0.677939,0.924006,0.115237,0.979418,0.823805,0.283737,1
0.494853,0.983247,0.904051,0.44517,0.569398,0.349165,0.429192,0.682747,1
0.585194,0.330797,0.884948,0.348248,0.264578,0.75462,0.394944,0.134002,1
0.96608,0.074788,0.494214,0.665831,0.570052,0.771356,0.104384,0.543192,1
0.126414,0.768479,0.700783,0.882435,0.341189,0.253203,0.09242,0.138864,0
0.049829,0.260866,0.197664,0.484231,0.927827,0.659698,0.691637,0.298534,0
0.822946,0.715072,0.425744,0.39847,0.258395,0.242964,0.075416,0.469597,1
0.85259,0.47251,0.55908,0.795283,0.628689,0.129188,0.3895,0.782678,1
0.445847,0.92296,0.268086,0.974499,0.074202,0.579845,0.913399,0.20508,0
0.756893,0.790729,0.327013,0.310145,0.454919,0.967825,0.443053,0.331998,1
0.354484,0.497039,0.38214,0.475272,0.631475,0.253622,0.33615,0.16313,0
0.511087,0.498336,0.335253,0.319649,0.842762,0.053801,0.899508,0.732109,0
0.914017,0.508804,0.447078,0.41978,0.361604,0.996745,0.911513,0.462375,0
0.788075,0.833958,0.941584,0.82389,0.795753,0.187492,0.143953,0.548239,1
0.459351,0.073476,0.340309,0.999913,0.700793,0.434267,0.846003,0.612633,0
0.129872,0.690263,0.74787,0.464982,0.790729,0.291571,0.777936,0.91571,0
0.950411,0.405046,0.966661,0.657402,0.7933,0.763843,0.37747,0.454385,0
0.558303,0.218637,0.047821,0.102835,0.557056,0.58526,0.284272,0.708601,0
0.644013,0.87945,0.873809,0.519268,0.131394,0.270298,0.050571,0.952214,1
0.527519,0.096383,0.173677,0.918014,0.348172,0.605917,0.214761,0.268281,0
0.185023,0.097923,0.842319,0.129543,0.654818,0.683748,0.536329,0.572737,1
0.297132,0.99083,0.830306,0.855602,0.229806,0.093682,0.052861,0.88667,0
0.379974,0.37986,0.840312,0.498054,0.148608,0.762841,0.122492,0.833943,0
0.437828,0.639028,0.245879,0.662697,0.07273,0.252755,0.391281,0.702662,1
0.783301,0.680981,0.467759,0.115298,0.077007,0.478471,0.220123,0.163941,1
0.528953,0.134633,0.374243,0.662496,0.244032,0.884752,0.262601,0.245597,0
0.504274,0.091226,0.521891,0.680215,0.904658,0.364531,0.135184,0.408459,0
0.601921,0.828954,0.303046,0.262267,0.653451,0.454764,0.371177,0.822921,1
0.94168,0.07736,0.258549,0.849132,0.495354,0.140497,0.637386,0.646376,0
0.807125,0.176339,0.316571,0.211787,0.51802,0.594849,0.099827,0.193421,1
0.414167,0.424481,0.528184,0.348152,0.91112,0.482754,0.141999,0.728472,1
0.183834,0.948358,0.036816,0.852055,0.24444,0.814029,0.46382,0.103935,1
0.445762,0.947333,0.513399,0.621378,0.332972,0.938842,0.179702,0.517163,0
0.399567,0.96501,0.628474,0.860527,0.968886,0.222198,0.546146,0.179685,0
0.11868,0.098608,0.035042,0.375879,0.293794,0.142511,0.637741,0.846083,0
0.010777,0.05801,0.723059,0.300004,0.848331,0.41366,0.646752,0.226724,1
0.738728,0.484632,0.811979,0.217317,0.427942,0.665714,0.997718,0.381993,1
0.855955,0.190276,0.097747,0.913807,0.123795,0.469455,0.718453,0.445687,1
0.673361,0.751527,0.156702,0.448201,0.39607,0.149349,0.007206,0.889896,1
0.66012,0.226127,0.920665,0.223516,0.177713,0.739882,0.758864,0.275237,1
0.019037,0.942038,0.170517,0.694409,0.530045,0.803826,0.198993,0.876393,1
0.17272,0.446273,0.495371,0.046297,0.189369,0.666851,0.53768,0.700053,1
0.765474,0.125858,0.030462,0.643476,0.802948,0.264591,0.503266,0.158868,1
0.611933,0.137688,0.213561,0.454723,0.056823,0.733678,0.077733,0.961298,1
0.950952,0.030564,0.503241,0.223317,0.784482,0.98742,0.675688,0.110766,0
0.191258,0.908302,0.066435,0.819745,0.912975,0.131381,0.669607,0.667567,0
0.40277,0.794075,0.751705,0.999732,0.625407,0.504024,0.702728,0.621195,0
0.05749,0.106146,0.914621,0.040265,0.368708,0.377573,0.481016,0.47073,0
0.773874,0.405146,0.911661,0.976272,0.585581,0.604242,0.985595,0.36096,0
0.068586,0.823048,0.329028,0.410591,0.299542,0.743005,0.297062,0.871872,0
0.369548,0.83401,0.262806,0.119908,0.931949,0.452039,0.47308,0.809197,1
0.794182,0.277224,0.216849,0.929308,0.97994,0.18202,0.170663,0.593633,1
0.446762,0.791935,0.434812,0.578098,0.434171,0.455411,0.954558,0.096428,0
0.238771,0.074791,0.732731,0.549555,0.065271,0.266907,0.483126,0.018964,1
0.486175,0.619675,0.148564,0.087266,0.957918,0.390193,0.013139,0.164009,1
0.787528,0.850174,0.975088,0.870702,0.921433,0.626165,0.914882,0.196281,0
0.936793,0.804843,0.992563,0.072689,0.65582,0.277778,0.138985,0.739995,1
0.874806,0.785425,0.967579,0.77144,0.802128,0.386673,0.826377,0.911032,0
0.888338,0.280299,0.742318,0.960797,0.174616,0.698569,0.839691,0.873553,1
0.933285,0.628174,0.734474,0.939784,0.256072,0.516737,0.502774,0.631406,0
0.875273,0.508446,0.425744,0.484273,0.373794,0.119762,0.549114,0.323665,1
0.485955,0.438707,0.667842,0.056803,0.948691,0.768346,0.889327,0.832899,1
0.717714,0.870121,0.808785,0.611418,0.088197,0.791202,0.086863,0.674002,0
0.643372,0.057867,0.493954,0.928943,0.36944,0.096025,0.291384,0.951847,1
0.609556,0.065371,0.896191,0.139994,0.000662,0.450104,0.19113,0.020252,1
0.72149,0.10035,0.156517,0.582112,0.902673,0.215084,0.727012,0.552028,1
0.127653,0.812452,0.238864,0.063845,0.181392,0.858677,0.663549,0.449828,1
0.155645,0.842992,0.211466,0.051321,0.848033,0.511621,0.062084,0.235072,1
0.942402,0.696534,0.70557,0.028518,0.75417,0.857932,0.336373,0.200511,0
0.02068,0.569717,0.326126,0.739863,0.944117,0.068841,0.921413,0.591407,0
0.453311,0.162255,0.961354,0.197657,0.440826,0.239308,0.590612,0.86396,1
0.552978,0.872758,0.655371,0.215929,0.963011,0.508199,0.712964,0.05025,1
0.441408,0.03954,0.360265,0.69337,0.952384,0.647264,0.891627,0.577335,0
0.46254,0.352642,0.013648,0.430749,0.131573,0.737901,0.717528,0.471835,0
0.95188,0.136571,0.13403,0.118014,0.539917,0.154089,0.675321,0.13817,1
0.62897,0.084709,0.600776,0.016312,0.330042,0.134169,0.283947,0.462003,1
0.829428,0.088406,0.739607,0.319258,0.13168,0.507262,0.539828,0.0819,1
0.178091,0.657999,0.318583,0.868228,0.015024,0.323175,0.445989,0.447056,1
0.882755,0.727782,0.540166,0.533183,0.322968,0.222151,0.102879,0.977557,1
0.661895,0.029989,0.714563,0.665896,0.516092,0.324993,0.904931,0.909233,0
0.28914,0.134861,0.027366,0.860851,0.980114,0.088104,0.20838,0.026273,1
0.008425,0.816936,0.717896,0.246483,0.174711,0.90858,0.911741,0.62925,1
0.323708,0.65774,0.234662,0.77941,0.752611,0.514523,0.640348,0.336219,0
0.91717,0.045012,0.184336,0.264303,0.527875,0.42573,0.476366,0.564534,0
0.699798,0.978642,0.140651,0.072066,0.422262,0.019906,0.425681,0.791051,1
0.248259,0.343453,0.629635,0.778979,0.768588,0.98957,0.063074,0.938367,0
0.131977,0.559014,0.857577,0.199445,0.59999,0.224797,0.04708,0.484752,0
0.884306,0.766607,0.998136,0.53502,0.803995,0.406963,0.445953,0.145434,0
0.62172,0.963533,0.105001,0.612368,0.270301,0.848644,0.066122,0.222885,0
0.564914,0.744894,0.966508,0.432795,0.41118,0.364823,0.224567,0.973775,1
0.965736,0.563017,0.468616,0.506035,0.683404,0.210565,0.656499,0.590246,1
0.193837,0.664672,0.28265,0.690919,0.990609,0.370322,0.499769,0.643149,1
0.986963,0.116243,0.944223,0.515611,0.094988,0.73401,0.547403,0.084933,0
0.11879,0.577005,0.639736,0.200042,0.417239,0.945022,0.209666,0.159798,1
0.988202,0.73067,0.266864,0.853217,0.853656,0.955342,0.877075,0.818813,0
0.883925,0.535344,0.585435,0.568044,0.489278,0.572897,0.625746,0.487619,0
0.265327,0.402168,0.940377,0.96733,0.052786,0.675272,0.803956,0.795895,1
0.928425,0.702071,0.525111,0.386335,0.33601,0.536319,0.456507,0.284399,0
0.954961,0.062105,0.966272,0.356644,0.474601,0.902269,0.509157,0.03575,0
0.821728,0.733068,0.56051,0.157605,0.229404,0.780476,0.943301,0.688134,1
0.916963,0.244161,0.407149,0.009402,0.254822,0.701651,0.427145,0.962547,0
0.858945,0.030572,0.65218,0.846049,0.662337,0.153427,0.425681,0.350076,1
0.644785,0.95724,0.326031,0.971136,0.567031,0.069493,0.729645,0.795983,1
0.751913,0.782139,0.986573,0.669679,0.682517,0.307061,0.916669,0.669995,0
0.946169,0.719225,0.983773,0.498748,0.843169,0.397837,0.686032,0.870439,0
0.800404,0.511217,0.412386,0.229526,0.582572,0.107648,0.258408,0.159878,1
0.177497,0.672359,0.069117,0.663446,0.147081,0.589874,0.282028,0.079917,1
0.181699,0.811314,0.980631,0.795072,0.573422,0.167854,0.936649,0.042827,0
0.332199,0.194366,0.318838,0.04438,0.709207,0.031411,0.176758,0.447642,0
0.96283,0.959062,0.769858,0.531086,0.305304,0.38266,0.305387,0.918385,0
0.101818,0.638467,0.673049,0.613686,0.558939,0.816247,0.319976,0.012086,1
0.335473,0.906189,0.496542,0.165865,0.736457,0.969186,0.721662,0.994244,1
0.409737,0.702309,0.465657,0.312925,0.754635,0.725445,0.729432,0.529385,1
0.573496,0.150406,0.410619,0.600888,0.84946,0.510426,0.090507,0.38438,0
0.917551,0.925798,0.149985,0.820942,0.71128,0.460522,0.928407,0.492173,0
0.213169,0.985186,0.976179,0.961869,0.715225,0.50288,0.32006,0.973581,0
0.004106,0.817836,0.059543,0.013124,0.125815,0.63054,0.543398,0.964816,1
0.956022,0.628461,0.837319,0.59122,0.404654,0.908105,0.186825,0.348388,1
0.717186,0.111971,0.703955,0.612064,0.000116,0.993098,0.561963,0.735051,0
0.79437,0.730221,0.569149,0.481919,0.247941,0.20816,0.111098,0.294437,1
0.197862,0.650947,0.100044,0.529631,0.261626,0.449244,0.750716,0.282041,1
0.669486,0.803445,0.198612,0.338134,0.725914,0.354854,0.447129,0.063485,0
0.859479,0.759015,0.713957,0.652786,0.941541,0.464967,0.342542,0.360215,1
0.077497,0.400161,0.638078,0.400452,0.481653,0.292275,0.733488,0.060822,0
0.492408,0.767367,0.602524,0.965161,0.002787,0.88357,0.055918,0.987211,0
0.347402,0.09003,0.983163,0.806792,0.191312,0.210463,0.229633,0.603167,0
0.037488,0.036091,0.460608,0.880996,0.072168,0.379307,0.85698,0.706487,0
0.201152,0.98726,0.511798,0.694847,0.295136,0.543669,0.952501,0.934853,1
0.858469,0.097517,0.300566,0.662342,0.563262,0.648885,0.198517,0.901641,1
0.349561,0.295023,0.783588,0.482439,0.082334,0.293876,0.66806,0.809334,0
0.077322,0.637618,0.098151,0.512256,0.160325,0.245359,0.206557,0.638189,0
0.308306,0.682041,0.548106,0.35812,0.335707,0.389624,0.913676,0.25782,1
0.535691,0.777049,0.754451,0.157099,0.663536,0.157025,0.416729,0.059345,1
0.158215,0.440574,0.786919,0.27168,0.038224,0.704348,0.877053,0.955762,1
0.479009,0.231089,0.342995,0.370254,0.681898,0.390209,0.920769,0.848207,1
0.278206,0.77332,0.290766,0.116062,0.17725,0.32863,0.935319,0.905744,1
0.463265,0.848489,0.142003,0.937245,0.673797,0.055971,0.4232,0.256357,1
0.550884,0.709212,0.271892,0.600684,0.146434,0.596347,0.354285,0.936783,0
0.984432,0.02923,0.951806,0.562255,0.835216,0.460711,0.708157,0.198859,0
0.540794,0.148127,0.511542,0.316169,0.245248,0.364736,0.647842,0.52003,1
0.330543,0.521179,0.197412,0.216063,0.335606,0.700679,0.016366,0.915669,1
0.145331,0.534504,0.542607,0.490475,0.776189,0.048355,0.097527,0.400884,0
0.156432,0.095662,0.316232,0.425381,0.40141,0.260399,0.832292,0.699446,0
0.218306,0.659861,0.367427,0.936438,0.239632,0.90696,0.932239,0.547508,0
0.281129,0.601934,0.930965,0.003593,0.747249,0.11499,0.581427,0.189771,0
0.666166,0.094225,0.210755,0.690717,0.126339,0.087281,0.668118,0.915748,1
0.207908,0.900563,0.307632,0.722909,0.854759,0.836403,0.737749,0.733779,1
0.516875,0.746461,0.807867,0.844148,0.807631,0.918708,0.108567,0.530468,0
0.866992,0.175712,0.598774,0.42792,0.599087,0.203551,0.841325,0.313185,1
0.461445,0.053518,0.727843,0.063503,0.023208,0.962881,0.504448,0.383285,1
0.08092,0.126335,0.3718,0.090556,0.723043,0.816362,0.926082,0.537726,0
0.278003,0.643047,0.741931,0.137436,0.995359,0.473179,0.754504,0.942285,0
0.368132,0.298567,0.231988,0.304656,0.466629,0.317187,0.374419,0.646707,1
0.252559,0.536276,0.922497,0.306463,0.658907,0.213723,0.857721,0.205008,0
0.269275,0.558061,0.167424,0.21715,0.968449,0.672165,0.485433,0.704682,1
0.775788,0.723269,0.873692,0.732767,0.197894,0.995339,0.081801,0.92675,0
0.320807,0.777685,0.395824,0.740182,0.77701,0.622815,0.493399,0.499557,0
0.668821,0.366857,0.559071,0.967266,0.507275,0.447496,0.281969,0.321451,0
0.234411,0.477228,0.257318,0.38998,0.436892,0.733816,0.743988,0.695433,1
0.930198,0.215205,0.692156,0.369007,0.99515,0.172732,0.448351,0.273445,1
0.915817,0.481651,0.726969,0.573595,0.454218,0.961913,0.173178,0.69973,1
0.682334,0.584349,0.569541,0.738599,0.765015,0.858643,0.733604,0.157935,0
0.117431,0.170822,0.820435,0.320286,0.522886,0.223408,0.856098,0.758376,0
0.174861,0.897256,0.661845,0.584113,0.4244,0.212602,0.730507,0.250382,0
0.6483,0.255198,0.064654,0.430046,0.465203,0.239193,0.454087,0.735075,1
0.910446,0.676289,0.944665,0.312222,0.595589,0.699761,0.056096,0.446373,1
0.324811,0.952332,0.643256,0.178683,0.117919,0.088452,0.163782,0.603839,0
0.098489,0.864408,0.514045,0.949258,0.245716,0.993791,0.52634,0.758763,1
0.57981,0.431183,0.681989,0.504255,0.953353,0.513538,0.588248,0.73112,0
0.254784,0.436591,0.291311,0.4066,0.495237,0.872716,0.55338,0.485064,1
0.946249,0.147012,0.808658,0.830105,0.223384,0.279995,0.631321,0.540622,1
0.969612,0.378135,0.197911,0.416498,0.582316,0.307564,0.407268,0.769236,0
0.249112,0.32164,0.033037,0.033885,0.410161,0.329663,0.526937,0.670804,1
0.648494,0.791864,0.865404,0.659299,0.924871,0.804926,0.137881,0.479896,0
0.02,0.80261,0.411946,0.857984,0.024477,0.437691,0.778616,0.698781,1
0.725602,0.634244,0.380609,0.582081,0.780264,0.503428,0.656978,0.904928,0
0.634361,0.801254,0.999467,0.261367,0.251794,0.873457,0.509099,0.930644,1
0.849827,0.580403,0.56591,0.408696,0.002666,0.524094,0.48042,0.762496,1
0.671392,0.009665,0.582334,0.212818,0.945929,0.565393,0.720146,0.758177,1
0.543494,0.51806,0.294712,0.841211,0.398058,0.074634,0.630543,0.028473,1
0.996582,0.596581,0.700469,0.425592,0.470386,0.269717,0.962491,0.081984,1
0.833747,0.170353,0.342062,0.952766,0.176907,0.807621,0.198691,0.080264,1
0.066925,0.582169,0.452674,0.533466,0.88736,0.24307,0.915944,0.301021,0
0.35658,0.347587,0.270419,0.771832,0.004485,0.932587,0.067898,0.657048,0
0.958774,0.091717,0.587484,0.208206,0.994381,0.919062,0.379665,0.368534,0
0.433527,0.327872,0.850585,0.057873,0.148847,0.58202,0.295736,0.136414,1
0.61837,0.988233,0.379176,0.718432,0.708629,0.08872,0.172575,0.414408,1
0.621012,0.866679,0.517788,0.768423,0.226472,0.931263,0.657312,0.627415,0
0.835009,0.383952,0.788927,0.429896,0.29889,0.084847,0.443942,0.433912,1
0.232351,0.335297,0.362924,0.717557,0.045551,0.572332,0.848425,0.380016,0
0.436876,0.530746,0.411141,0.747158,0.965186,0.470282,0.894109,0.542862,0
0.332409,0.488198,0.158956,0.925782,0.046937,0.641622,0.848873,0.01096,0
